index,herocompare,item0,item1,item2,item3,item4,item5,itemhero,skill,item_WR0,item_name0,item_WR1,item_name1,item_WR2,item_name2,item_WR3,item_name3,item_WR4,item_name4,item_WR5,item_name5,skill_WR,herocompare_name,itemhero_name
23,1,214,1,108,36,232,102,26,W,0.855220025782038,Tranquil Boots,0.8205085548675185,Blink Dagger,0.5213061614158345,Aghanim's Scepter,0.638594260720445,Magic Wand,0.46153517524224696,Aether Lens,0.47440359100736273,Force Staff,0.7958002200221572,Anti-Mage,Lion
24,1,180,108,1,36,232,110,27,E,0.24531163572985315,Arcane Boots,0.6921405273345193,Aghanim's Scepter,0.44852556807431676,Blink Dagger,0.027694766448282726,Magic Wand,0.7358481446025738,Aether Lens,0.4135021123235565,Refresher Orb,0.5756227061260322,Anti-Mage,Shadow Shaman
25,1,1,63,116,36,151,214,28,Q,0.5763752188204808,Blink Dagger,0.6945324749547569,Power Treads,0.030349085636893203,Black King Bar,0.7818575797032873,Magic Wand,0.6244656920925971,Armlet of Mordiggian,0.41813059417006215,Tranquil Boots,0.7031403476511779,Anti-Mage,Slardar
26,1,1,180,36,110,231,108,29,Q,0.5587732137042098,Blink Dagger,0.3873293324208733,Arcane Boots,0.5454512913338203,Magic Wand,0.47221196465931126,Refresher Orb,0.02007942863044143,Guardian Greaves,0.8623608092336277,Aghanim's Scepter,0.3835251507101546,Anti-Mage,Tidehunter
27,1,180,108,254,36,232,116,30,E,0.245538655450118,Arcane Boots,0.760152239288401,Aghanim's Scepter,0.5492615168527624,Glimmer Cape,0.8884932863032725,Magic Wand,0.316976463125587,Aether Lens,0.42307489936723186,Black King Bar,0.6531454060339498,Anti-Mage,Witch Doctor
28,1,214,108,79,92,102,36,31,E,0.10395449023079995,Tranquil Boots,0.7598571691634809,Aghanim's Scepter,0.5092512907961274,Mekansm,0.04911805334449826,Urn of Shadows,0.2374638564231234,Force Staff,0.19036449728798088,Magic Wand,0.11237879929820349,Anti-Mage,Lich
29,1,63,154,196,174,143,36,32,W,0.9652009300331587,Power Treads,0.5870269841515801,Sange and Yasha,0.5167881838255779,Diffusal Blade,0.6287405884518837,Diffusal Blade,0.6446585099851662,Skull Basher,0.8334442575782752,Magic Wand,0.38476874244072945,Anti-Mage,Riki
30,1,1,116,178,108,214,110,33,Q,0.9991058315715453,Blink Dagger,0.47583353853879595,Black King Bar,0.3253060171454022,Soul Ring,0.895483320192469,Aghanim's Scepter,0.955077210867655,Tranquil Boots,0.8630310459824101,Refresher Orb,0.22637824800184803,Anti-Mage,Enigma
31,1,1,41,48,178,204,220,34,Q,0.7789379148585568,Blink Dagger,0.13341361822084552,Bottle,0.9089668003060886,Boots of Travel,0.8457635767719256,Soul Ring,0.9360097999574369,Dagon,0.13717256681487877,Boots of Travel,0.5988424387799073,Anti-Mage,Tinker
32,1,63,152,158,166,50,212,35,Q,0.6810963964844456,Power Treads,0.40172761467127693,Shadow Blade,0.3544099519603774,Mjollnir,0.6405148576808349,Maelstrom,0.5908393595167729,Phase Boots,0.6016581938793357,Ring of Aquila,0.6334341332646294,Anti-Mage,Sniper
33,1,108,79,63,36,231,180,36,E,0.7252715993355544,Aghanim's Scepter,0.25217765327542296,Mekansm,0.9180117646277854,Power Treads,0.6272587463956951,Magic Wand,0.34716922386432447,Guardian Greaves,0.6025656090812852,Arcane Boots,0.12743018266912287,Anti-Mage,Necrophos
34,1,108,180,110,36,65,48,37,E,0.9297089000322882,Aghanim's Scepter,0.02425824564932899,Arcane Boots,0.8345101249069156,Refresher Orb,0.6704091245716844,Magic Wand,0.6609558418711634,Hand of Midas,0.47024059278534214,Boots of Travel,0.8726927703922386,Anti-Mage,Warlock
35,1,194,1,81,63,48,36,38,W,0.6806557247824203,Necronomicon,0.9451311187768255,Blink Dagger,0.17600199567207309,Vladmir's Offering,0.050764013241149764,Power Treads,0.7880886353767117,Boots of Travel,0.5630013105759041,Magic Wand,0.34392656220083395,Anti-Mage,Beastmaster
36,1,63,108,98,41,123,36,39,Q,0.4757549273966204,Power Treads,0.6445865584571704,Aghanim's Scepter,0.45410484615099844,Orchid Malevolence,0.33935734667462325,Bottle,0.24036587359932615,Linken's Sphere,0.9769579892859415,Magic Wand,0.9527320530849728,Anti-Mage,Queen of Pain
37,1,108,63,212,180,190,36,40,W,0.6632418220368379,Aghanim's Scepter,0.6163215954220266,Power Treads,0.6080149099997645,Ring of Aquila,0.7616098973897888,Arcane Boots,0.6974473502869246,Veil of Discord,0.9138896798556418,Magic Wand,0.44717281168482126,Anti-Mage,Venomancer
38,1,63,172,141,1,81,108,41,E,0.7481394211928453,Power Treads,0.11644230566264602,Mask of Madness,0.40924785920769335,Daedalus,0.5823335620479395,Blink Dagger,0.22920611943178415,Vladmir's Offering,0.027458330656369934,Aghanim's Scepter,0.36167877953442096,Anti-Mage,Faceless Void
39,1,63,1,151,116,168,127,42,Q,0.7670635292921322,Power Treads,0.8988211169117893,Blink Dagger,0.9842092481819928,Armlet of Mordiggian,0.6574639199698938,Black King Bar,0.4538752016967895,Desolator,0.12296127075225338,Blade Mail,0.8559418842804712,Anti-Mage,Wraith King
40,1,100,50,235,121,41,36,43,E,0.40485471524085703,Eul's Scepter of Divinity,0.6360246754840904,Phase Boots,0.8155492608217579,Octarine Core,0.263476286266645,Bloodstone,0.3692117844623045,Bottle,0.28721218064779985,Magic Wand,0.5835462287090797,Anti-Mage,Death Prophet
41,1,145,116,164,63,143,208,44,Q,0.9308787250035881,Battle Fury,0.5323018794212728,Black King Bar,0.09678809359023666,Helm of the Dominator,0.4268948975290585,Power Treads,0.2239977001591752,Skull Basher,0.15829319285371013,Abyssal Blade,0.721816172160962,Anti-Mage,Phantom Assassin
42,1,108,180,36,232,231,79,45,E,0.46006452341546944,Aghanim's Scepter,0.5233867981040505,Arcane Boots,0.889772320204297,Magic Wand,0.3195019345555815,Aether Lens,0.13727983119036835,Guardian Greaves,0.15264661600072404,Mekansm,0.7547271841729581,Anti-Mage,Pugna
43,1,168,1,63,116,141,50,46,Q,0.09055225392578592,Desolator,0.9330463157325398,Blink Dagger,0.45938001150460006,Power Treads,0.40747675429436103,Black King Bar,0.3895798155637271,Daedalus,0.045408207817260404,Phase Boots,0.9629755393557238,Anti-Mage,Templar Assassin
44,1,63,212,79,152,108,147,47,E,0.19513054406833819,Power Treads,0.01660960392823163,Ring of Aquila,0.7646202390419026,Mekansm,0.7132232938514811,Shadow Blade,0.644136874871104,Aghanim's Scepter,0.1840050106008918,Manta Style,0.03204844848888866,Anti-Mage,Viper
45,1,63,164,147,116,212,139,48,Q,0.7121896098553183,Power Treads,0.15273874477946592,Helm of the Dominator,0.8441015852151362,Manta Style,0.7052182448091633,Black King Bar,0.5837921933041587,Ring of Aquila,0.14253305864975108,Butterfly,0.5634827940585059,Anti-Mage,Luna
46,1,63,116,164,112,1,154,49,W,0.31693185790342726,Power Treads,0.399718949132169,Black King Bar,0.5949071119103712,Helm of the Dominator,0.9394568634487491,Assault Cuirass,0.262638820915326,Blink Dagger,0.3030568780176035,Sange and Yasha,0.6508376184099226,Anti-Mage,Dragon Knight
47,1,180,36,231,92,79,187,50,Q,0.14686141877199177,Arcane Boots,0.13962722037030917,Magic Wand,0.6317358434904764,Guardian Greaves,0.911808814231661,Urn of Shadows,0.5019855933679075,Mekansm,0.7803124946895829,Medallion of Courage,0.18565605731850843,Anti-Mage,Dazzle
48,1,127,108,50,36,41,102,51,E,0.1091034835730812,Blade Mail,0.6019408421532536,Aghanim's Scepter,0.5850339953925027,Phase Boots,0.9211690069568768,Magic Wand,0.9319074641692405,Bottle,0.2722159878853826,Force Staff,0.21198753973196793,Anti-Mage,Clockwerk
49,1,121,180,36,100,41,48,52,E,0.4713889761123303,Bloodstone,0.269722405574778,Arcane Boots,0.26165708169629287,Magic Wand,0.36232581157639776,Eul's Scepter of Divinity,0.06612696017283559,Bottle,0.16639697120477603,Boots of Travel,0.1412343688605847,Anti-Mage,Leshrac
50,1,63,65,168,152,98,108,53,W,0.704907742253486,Power Treads,0.34199693270360876,Hand of Midas,0.7825912657366102,Desolator,0.6661262803034407,Shadow Blade,0.948676513966897,Orchid Malevolence,0.09975876011571916,Aghanim's Scepter,0.0879837408703883,Anti-Mage,Natures Prophet
51,1,63,154,151,143,50,168,54,Q,0.6481118883117449,Power Treads,0.012193304982580533,Sange and Yasha,0.7700839437227172,Armlet of Mordiggian,0.8717877912403676,Skull Basher,0.32783487746885065,Phase Boots,0.5055348789614607,Desolator,0.28907773625873756,Anti-Mage,Lifestealer
52,1,178,1,231,180,79,108,55,W,0.3791779111995772,Soul Ring,0.5230284844849008,Blink Dagger,0.3488504403926982,Guardian Greaves,0.4796679662465514,Arcane Boots,0.15204099474772625,Mekansm,0.36880782204798934,Aghanim's Scepter,0.878944554361554,Anti-Mage,Dark Seer
53,1,63,98,168,212,135,116,56,W,0.7488013039368632,Power Treads,0.25503576728676525,Orchid Malevolence,0.5399389106069045,Desolator,0.734916027562447,Ring of Aquila,0.08803593100160767,Monkey King Bar,0.8737802381218789,Black King Bar,0.9750704118839626,Anti-Mage,Clinkz
54,1,180,178,108,231,36,79,57,Q,0.12332066963090493,Arcane Boots,0.5902760052216977,Soul Ring,0.3843845223738318,Aghanim's Scepter,0.12576265221458172,Guardian Greaves,0.40204825726569415,Magic Wand,0.46273770906647627,Mekansm,0.5258688123943616,Anti-Mage,Omniknight
55,1,108,236,63,65,92,98,58,E,0.6076708511099406,Aghanim's Scepter,0.2599726885147302,Dragon Lance,0.05008382839847014,Power Treads,0.03508136180719812,Hand of Midas,0.9872124728130567,Urn of Shadows,0.9539548485420426,Orchid Malevolence,0.12784993725630467,Anti-Mage,Enchantress
56,1,63,151,164,116,92,156,59,W,0.4896421780181801,Power Treads,0.8154502946807294,Armlet of Mordiggian,0.5901467019127519,Helm of the Dominator,0.20186380824040273,Black King Bar,0.8546214075257149,Urn of Shadows,0.008112665070145852,Satanic,0.8087373593120478,Anti-Mage,Huskar
57,1,50,92,108,116,143,125,60,W,0.869933154700948,Phase Boots,0.33564757570101866,Urn of Shadows,0.6513146188969532,Aghanim's Scepter,0.09803951393880839,Black King Bar,0.42128714646528387,Skull Basher,0.40637260871307634,Vanguard,0.9223692220545396,Anti-Mage,Night Stalker
58,1,178,98,63,81,116,48,61,W,0.35784384375734846,Soul Ring,0.1859876879997544,Orchid Malevolence,0.9149588321799083,Power Treads,0.9288023245812662,Vladmir's Offering,0.4991001641411229,Black King Bar,0.025423056137193978,Boots of Travel,0.9308314074512917,Anti-Mage,Broodmother
59,1,50,168,92,231,204,180,62,W,0.3986462897409082,Phase Boots,0.16825657320537668,Desolator,0.9423237890686809,Urn of Shadows,0.7065745838341987,Guardian Greaves,0.8692904630031867,Dagon,0.5215214374844265,Arcane Boots,0.8114786672478308,Anti-Mage,Bounty Hunter
60,1,63,123,168,212,135,36,63,E,0.6633583788351459,Power Treads,0.3539755459541579,Linken's Sphere,0.523528575325383,Desolator,0.688077306526599,Ring of Aquila,0.8503541539559172,Monkey King Bar,0.6480093798392839,Magic Wand,0.5691114153505374,Anti-Mage,Weaver
61,1,180,100,36,108,102,79,64,W,0.8299796495267306,Arcane Boots,0.12606222821075774,Eul's Scepter of Divinity,0.6766600854370716,Magic Wand,0.06335415995995386,Aghanim's Scepter,0.7321515894487489,Force Staff,0.30861458610386905,Mekansm,0.5040530316539724,Anti-Mage,Jakiro
62,1,1,102,214,36,48,116,65,Q,0.30212921678869853,Blink Dagger,0.002207814322238044,Force Staff,0.9045460047311431,Tranquil Boots,0.11136541405885558,Magic Wand,0.5411727433427385,Boots of Travel,0.1167761365892731,Black King Bar,0.2795229857641116,Anti-Mage,Batrider
63,1,108,180,79,231,81,37,66,E,0.03488318794366374,Aghanim's Scepter,0.21310921024692075,Arcane Boots,0.05095455341272581,Mekansm,0.637926435658282,Guardian Greaves,0.8396769499494019,Vladmir's Offering,0.2665049680919168,Ghost Scepter,0.45480399255839576,Anti-Mage,Chen
64,1,137,50,147,125,114,174,67,W,0.41338244274348956,Radiance,0.07717883325861752,Phase Boots,0.9263528493424519,Manta Style,0.4310194794535477,Vanguard,0.620055845896603,Heart of Tarrasque,0.9440851716181888,Diffusal Blade,0.4025693173345515,Anti-Mage,Spectre
65,1,108,180,65,36,92,100,68,E,0.7170258089110121,Aghanim's Scepter,0.40989790354146316,Arcane Boots,0.011267372064081016,Hand of Midas,0.8630255996563088,Magic Wand,0.16336986484200278,Urn of Shadows,0.980479146883739,Eul's Scepter of Divinity,0.11890595258201797,Anti-Mage,Ancient Apparition
66,1,50,108,81,1,152,65,69,W,0.27335484499464047,Phase Boots,0.41093686858943523,Aghanim's Scepter,0.7367372228430834,Vladmir's Offering,0.22036392834908236,Blink Dagger,0.4885278503561339,Shadow Blade,0.4733743160800621,Hand of Midas,0.604527315407342,Anti-Mage,Doom
67,1,1,50,81,116,143,208,70,Q,0.36634326854292876,Blink Dagger,0.7921236044883843,Phase Boots,0.0018196598728453806,Vladmir's Offering,0.25649360594273807,Black King Bar,0.8773686912003953,Skull Basher,0.35951735661245676,Abyssal Blade,0.36657519202197886,Anti-Mage,Ursa
68,1,63,92,116,172,127,36,71,E,0.5429957750214247,Power Treads,0.48537035568307907,Urn of Shadows,0.2733290029099771,Black King Bar,0.7063089052522811,Mask of Madness,0.7663778590387292,Blade Mail,0.13301772943059442,Magic Wand,0.37177215132659913,Anti-Mage,Spirit Breaker
69,1,50,164,116,154,212,135,72,W,0.07671823705692771,Phase Boots,0.25625302394412897,Helm of the Dominator,0.003256368773969287,Black King Bar,0.13310194316382395,Sange and Yasha,0.9787183697598171,Ring of Aquila,0.693516359602619,Monkey King Bar,0.8570351791718591,Anti-Mage,Gyrocopter
70,1,137,48,147,112,235,208,73,Q,0.7340344158678545,Radiance,0.530072975464347,Boots of Travel,0.6408478265041343,Manta Style,0.10401305944255024,Assault Cuirass,0.531932848519175,Octarine Core,0.26603554988570166,Abyssal Blade,0.4313776141727158,Anti-Mage,Alchemist
71,1,108,50,100,65,48,1,74,W,0.9966137674036131,Aghanim's Scepter,0.6223098217797345,Phase Boots,0.9471188804163567,Eul's Scepter of Divinity,0.2376122465652335,Hand of Midas,0.13869714442384373,Boots of Travel,0.5206218682506505,Blink Dagger,0.5569645347859974,Anti-Mage,Invoker
72,1,63,102,36,206,108,98,75,W,0.9871517783039412,Power Treads,0.2569892887112357,Force Staff,0.39589960968586935,Magic Wand,0.24192999776034751,Rod of Atos,0.5973513388025814,Aghanim's Scepter,0.5265559547086315,Orchid Malevolence,0.36027016384209154,Anti-Mage,Silencer
73,1,63,116,102,206,96,1,76,Q,0.6676752919412757,Power Treads,0.7430191477634909,Black King Bar,0.26729188048226205,Force Staff,0.10317212438289802,Rod of Atos,0.35484610380764137,Scythe of Vyse,0.41017557286135153,Blink Dagger,0.12475934759441554,Anti-Mage,Outworld Devourer
74,1,81,63,116,194,143,168,77,W,0.0622275093540976,Vladmir's Offering,0.8434828096394967,Power Treads,0.5257735936467318,Black King Bar,0.7920875641104673,Necronomicon,0.7694064575674034,Skull Basher,0.6600854446694012,Desolator,0.2519774669686966,Anti-Mage,Lycan
75,1,1,50,81,108,36,112,78,E,0.0211990502073357,Blink Dagger,0.6422616776475463,Phase Boots,0.27778743684619756,Vladmir's Offering,0.43068113499435956,Aghanim's Scepter,0.3182844979102307,Magic Wand,0.19190163076929456,Assault Cuirass,0.935610516364171,Anti-Mage,Brewmaster
76,1,180,102,36,108,100,232,79,Q,0.616423691954259,Arcane Boots,0.11533121487302822,Force Staff,0.6122729009090387,Magic Wand,0.4212122721661412,Aghanim's Scepter,0.8771256890006678,Eul's Scepter of Divinity,0.9677373557720668,Aether Lens,0.7039463182889494,Anti-Mage,Shadow Demon
77,1,214,81,108,65,48,63,80,W,0.8345908436257148,Tranquil Boots,0.17109371226029557,Vladmir's Offering,0.6349764565946382,Aghanim's Scepter,0.5414928666736515,Hand of Midas,0.5433332129590652,Boots of Travel,0.8067499706148573,Power Treads,0.02515407090821442,Anti-Mage,Lone Druid
78,1,63,151,147,185,164,154,81,W,0.31384399211903957,Power Treads,0.9946016781839919,Armlet of Mordiggian,0.23455351212672815,Manta Style,0.6078832109783755,Drum of Endurance,0.07487925896087755,Helm of the Dominator,0.41428267268061025,Sange and Yasha,0.7909550803180325,Anti-Mage,Chaos Knight
79,1,108,1,63,48,81,96,82,W,0.9294615043634877,Aghanim's Scepter,0.9335881743878461,Blink Dagger,0.5758328027982895,Power Treads,0.13302011074073772,Boots of Travel,0.8387761802549166,Vladmir's Offering,0.24818368982705952,Scythe of Vyse,0.1864033754101403,Anti-Mage,Meepo
80,1,180,108,1,36,231,185,83,Q,0.01728909425166758,Arcane Boots,0.7729506117825861,Aghanim's Scepter,0.5077054307402872,Blink Dagger,0.008865784040964386,Magic Wand,0.056515887889340255,Guardian Greaves,0.6720886218370602,Drum of Endurance,0.34223819963072644,Anti-Mage,Treant Protector
81,1,180,108,36,102,232,1,84,E,0.19653523909560577,Arcane Boots,0.40539847385513184,Aghanim's Scepter,0.5553263522657618,Magic Wand,0.6015419206985272,Force Staff,0.2065845340955077,Aether Lens,0.7258916022649576,Blink Dagger,0.8193907969806887,Anti-Mage,Ogre Magi
82,1,180,36,127,242,108,231,85,Q,0.965710773903844,Arcane Boots,0.3669271142681406,Magic Wand,0.7882936656711089,Blade Mail,0.6985353196432582,Crimson Guard,0.3002073077597276,Aghanim's Scepter,0.6814245030979047,Guardian Greaves,0.31129449277073273,Anti-Mage,Undying
83,1,180,1,36,102,108,232,86,E,0.7359003608486842,Arcane Boots,0.5612925629816309,Blink Dagger,0.39319528175480545,Magic Wand,0.38746983233059673,Force Staff,0.5847037824148489,Aghanim's Scepter,0.8523789224576478,Aether Lens,0.19751624636169063,Anti-Mage,Rubick
84,1,180,36,108,102,79,231,87,E,0.2971821459034131,Arcane Boots,0.5063964433104464,Magic Wand,0.9870308151301991,Aghanim's Scepter,0.007798825789392616,Force Staff,0.736752815348743,Mekansm,0.7968692052304526,Guardian Greaves,0.6190587435933755,Anti-Mage,Disruptor
85,1,180,204,1,108,36,92,88,Q,0.645963226072056,Arcane Boots,0.04416674190257375,Dagon,0.9258800440701881,Blink Dagger,0.8492397489163842,Aghanim's Scepter,0.34272262296483347,Magic Wand,0.6100269230870847,Urn of Shadows,0.9920001731134506,Anti-Mage,Nyx
86,1,137,48,147,63,212,174,89,W,0.38125444440999845,Radiance,0.13952510022144493,Boots of Travel,0.6483647116088216,Manta Style,0.19163748793822633,Power Treads,0.2886449730802204,Ring of Aquila,0.06501838662062898,Diffusal Blade,0.9763390403464042,Anti-Mage,Naga Siren
87,1,214,108,79,102,36,48,90,W,0.704005371927552,Tranquil Boots,0.7440857239638176,Aghanim's Scepter,0.4433060771807772,Mekansm,0.3321016824189774,Force Staff,0.17513734456009034,Magic Wand,0.6736101350242866,Boots of Travel,0.986067170427953,Anti-Mage,Keeper of the Light
88,1,92,41,79,180,231,36,91,W,0.5559188917965596,Urn of Shadows,0.9512831187065547,Bottle,0.33630152351475107,Mekansm,0.9310053553847994,Arcane Boots,0.02783953760445157,Guardian Greaves,0.7131895243872777,Magic Wand,0.534982184718149,Anti-Mage,Io
89,1,108,63,79,36,229,214,92,E,0.7934291773985321,Aghanim's Scepter,0.4913409917075675,Power Treads,0.027365171263461274,Mekansm,0.37767264333594364,Magic Wand,0.4052507441519805,Solar Crest,0.5334438029247356,Tranquil Boots,0.7568260147940604,Anti-Mage,Visage
90,1,63,152,160,249,143,36,93,Q,0.38541481806628775,Power Treads,0.7202594160611319,Shadow Blade,0.11010032087740584,Eye of Skadi,0.9669410919175686,Silver Edge,0.3182872897064539,Skull Basher,0.8745451792095172,Magic Wand,0.6186321332277306,Anti-Mage,Slark
91,1,123,50,160,147,212,158,94,W,0.8810955873414401,Linken's Sphere,0.5107967727136491,Phase Boots,0.3301148266317555,Eye of Skadi,0.6759450518915314,Manta Style,0.423394164161236,Ring of Aquila,0.6473759755984031,Mjollnir,0.16108151749498112,Anti-Mage,Medusa
92,1,50,164,116,154,152,212,95,W,0.7453910785569946,Phase Boots,0.49987580577985613,Helm of the Dominator,0.7170789817628194,Black King Bar,0.08365604422384132,Sange and Yasha,0.8894227869014456,Shadow Blade,0.4188925217325731,Ring of Aquila,0.49282770049127633,Anti-Mage,Troll Warlord
93,1,1,214,127,114,90,36,96,Q,0.9429758554656718,Blink Dagger,0.9088325434992146,Tranquil Boots,0.4552909513634842,Blade Mail,0.03287994266478622,Heart of Tarrasque,0.44984256136733414,Pipe of Insight,0.36474046541098704,Magic Wand,0.6858971830023028,Anti-Mage,Centaur Warrunner
94,1,1,180,102,41,63,110,97,Q,0.3700655455368159,Blink Dagger,0.9701411034494942,Arcane Boots,0.7298655749333379,Force Staff,0.07329608938469423,Bottle,0.7981776260030351,Power Treads,0.5483393825786165,Refresher Orb,0.7003660435090262,Anti-Mage,Magnus
